"SPECIES_NAME","ID_PLACE","year","effort2","count"
"b",26,2005,4.99201037385501,8
"c",26,2005,7.44365676282905,7
"a",27,2005,14.848812055774,4
"b",27,2005,8.95750138536096,0
"c",27,2005,12.1591647451278,7
"a",28,2005,5.82842508121394,11
"b",28,2005,3.92302674683742,4
"c",28,2005,4.10005854442716,6
"a",29,2005,15.9781695648562,5
"b",29,2005,7.15251284791157,5
"c",29,2005,19.2355749872513,5
"a",30,2005,3.36809471040033,2
"b",30,2005,9.08109574276023,10
"c",30,2005,3.37366433185525,7
"a",31,2005,16.9968594904058,7
"b",31,2005,3.4582617438864,5
"c",31,2005,17.8803813958075,5
"a",32,2005,18.0836195067968,6
"b",32,2005,14.856064483989,5
"c",32,2005,5.08480571350083,8
"a",33,2005,9.47782377130352,4
"b",33,2005,4.94369097100571,7
"c",33,2005,1.13621884537861,3
"a",34,2005,3.8991251133848,4
"b",34,2005,5.62382542295381,6
"c",34,2005,6.56354038231075,2
"a",35,2005,7.65762633248232,9
"b",35,2005,13.6149877521675,8
"c",35,2005,2.56355313723907,10
"a",36,2005,16.3426678890828,3
"b",36,2005,9.84305618680082,9
"c",36,2005,14.5122218739707,4
"a",37,2005,6.53654422913678,8
"b",37,2005,18.6966397985816,6
"c",37,2005,19.9019106980413,3
"a",38,2005,12.1866542075295,4
"b",38,2005,9.50546177546494,2
"c",38,2005,10.8588781610597,5
"a",39,2005,10.7904337740038,7
"b",39,2005,5.94469722523354,2
"c",39,2005,13.2132930725347,4
"a",40,2005,17.753046084661,6
"b",40,2005,14.870076057734,8
"c",40,2005,7.2155492939055,9
"a",41,2005,11.2924876071047,3
"b",41,2005,2.41910353535786,8
"c",41,2005,8.00762079120614,4
"a",42,2005,18.4473089424428,8
"b",42,2005,9.63479144708253,5
"c",42,2005,10.8761323140934,5
"a",43,2005,18.0681829929817,2
"b",43,2005,4.51769641134888,3
"c",43,2005,11.8878062227741,4
"a",44,2005,15.1626615948044,3
"b",44,2005,19.7822254821658,4
"c",44,2005,1.23916439409368,5
"a",45,2005,8.16612869966775,4
"b",45,2005,4.48838592995889,6
"c",45,2005,17.1574658642057,8
"a",46,2005,14.2865132496227,7
"b",46,2005,16.4748426852748,7
"c",46,2005,14.3422946131323,13
"a",47,2005,7.44961511529982,6
"b",47,2005,1.52397934533656,3
"c",47,2005,12.8202566504478,6
"a",48,2005,17.2121253919322,6
"b",48,2005,6.43414419470355,10
"c",48,2005,5.04120713658631,4
"a",49,2005,19.5330111484509,7
"b",49,2005,2.20343143772334,5
"c",49,2005,2.95387557777576,8
"a",50,2005,13.6964870567899,10
"b",50,2005,11.3032366989646,1
"c",50,2005,2.02937693404965,5
"a",51,2005,10.479629509151,6
"b",51,2005,12.7431927183643,6
"c",51,2005,11.8831149742473,4
"a",52,2005,10.5426269771997,5
"b",52,2005,19.5679969531484,3
"c",52,2005,6.93188420310616,6
"a",53,2005,3.78421549871564,7
"b",53,2005,16.4378424140159,2
"c",53,2005,3.10363680613227,7
"a",54,2005,15.602134043118,8
"b",54,2005,9.10162162780762,6
"c",54,2005,11.2605642320123,3
"a",55,2005,14.6790687225293,10
"b",55,2005,11.78204802447,9
"c",55,2005,3.26498941006139,3
"a",56,2005,13.8204045759048,11
"b",56,2005,3.71357078873552,5
"c",56,2005,19.8134114525747,5
"a",57,2005,16.3340587355196,4
"b",57,2005,16.4393097958528,4
"c",57,2005,13.0200490641873,5
"a",58,2005,3.65673037618399,10
"b",58,2005,10.1596660863142,4
"c",58,2005,9.47386945411563,8
"a",59,2005,13.9301785333082,5
"b",59,2005,9.77854258241132,10
"c",59,2005,1.52189074503258,2
"a",60,2005,7.42433245223947,5
"b",60,2005,1.15822371584363,9
"c",60,2005,12.712847673567,5
"a",61,2005,3.71527045010589,13
"b",61,2005,10.0717096787412,5
"c",61,2005,6.83127290289849,6
"a",62,2005,1.52873055823147,6
"b",62,2005,16.4863819531165,8
"c",62,2005,13.9670748058707,4
"a",63,2005,18.103318029549,3
"b",63,2005,1.7164806581568,3
"c",63,2005,3.63004298089072,3
"a",64,2005,6.03826720011421,8
"b",64,2005,14.7980989576317,8
"c",64,2005,10.5310979194473,5
"a",65,2005,2.89415542013012,7
"b",65,2005,14.3690137136728,10
"c",65,2005,10.7725136338267,6
"a",66,2005,10.0324998919386,3
"b",66,2005,14.9054014540743,8
"c",66,2005,9.03421438764781,7
"a",67,2005,1.68855900550261,8
"b",67,2005,4.8954552616924,9
"c",67,2005,3.23233255418018,6
"a",68,2005,15.570442522876,7
"b",68,2005,2.61734434287064,8
"c",68,2005,14.3891280852258,6
"a",69,2005,7.30719725042582,6
"b",69,2005,9.24543918180279,7
"c",69,2005,11.9372793126386,3
"a",70,2005,1.48651267029345,7
"b",70,2005,7.23781392001547,10
"c",70,2005,10.7906946842559,7
"a",71,2005,4.01868023024872,4
"b",71,2005,9.23770643700846,4
"c",71,2005,3.80206948122941,6
"a",72,2005,9.4561439382378,2
"b",72,2005,6.1728142008651,1
"c",72,2005,14.2956023968291,6
"a",73,2005,11.1400286767166,5
"b",73,2005,2.48057447560132,4
"c",73,2005,19.4537037350237,6
"a",74,2005,19.4161527161486,5
"b",74,2005,18.00848481711,3
"c",74,2005,17.550249307882,4
"a",75,2005,12.9830957425293,8
"b",75,2005,2.71863490599208,3
"c",75,2005,7.57258324651048,3
"a",76,2005,14.4641542772297,6
"b",76,2005,14.2808262961917,9
"c",76,2005,12.1358713507652,9
"a",77,2005,2.56149023910984,8
"b",77,2005,4.17435530340299,9
"c",77,2005,18.7067486143205,8
"a",78,2005,13.0670554221142,10
"b",78,2005,19.8465466829948,6
"c",78,2005,8.06924006971531,4
"a",79,2005,8.69382591103204,4
"b",79,2005,9.99957023910247,5
"c",79,2005,17.3103785286658,5
"a",80,2005,1.55826351162978,6
"b",80,2005,15.4995643168222,6
"c",80,2005,12.5705529004335,10
"a",81,2005,15.4236015039496,3
"b",81,2005,9.92849585600197,11
"c",81,2005,4.94764087768272,5
"a",82,2005,6.30974689871073,9
"b",82,2005,19.1899103005417,6
"c",82,2005,2.82718555489555,3
"a",83,2005,14.8371691077482,7
"b",83,2005,19.1521564025898,4
"c",83,2005,18.4673673973884,17
"a",84,2005,17.2630469873548,5
"b",84,2005,2.44504167465493,7
"c",84,2005,4.33717319671996,5
"a",85,2005,11.4188906017225,11
"b",85,2005,5.83528177556582,3
"c",85,2005,7.88084876467474,6
"a",86,2005,1.2262713869568,7
"b",86,2005,4.71546695311554,6
"c",86,2005,2.21598518500105,1
"a",87,2005,14.5026043811813,8
"b",87,2005,18.4974695146084,8
"c",87,2005,19.3320559037384,7
"a",88,2005,5.83799370448105,5
"b",88,2005,17.2307177877519,7
"c",88,2005,15.2288807088044,8
"a",89,2005,6.24710032506846,7
"b",89,2005,18.7046217615716,4
"c",89,2005,10.8729980157223,7
"a",90,2005,1.08233005995862,7
"b",90,2005,11.6630930334795,4
"c",90,2005,5.25353078497574,6
"a",91,2005,9.83844949002378,8
"b",91,2005,9.33659760258161,8
"c",91,2005,4.90385855454952,6
"a",92,2005,16.1969701922499,5
"b",92,2005,18.6745421923697,3
"c",92,2005,18.6053845235147,10
"a",93,2005,14.4570792161394,9
"b",93,2005,8.65218839677982,3
"c",93,2005,13.1733802538365,5
"a",94,2005,10.4399135266431,9
"b",94,2005,6.04461217788048,6
"c",94,2005,3.87359007354826,3
"a",95,2005,15.1102090300992,5
"b",95,2005,15.2302229506895,8
"c",95,2005,16.4911697728094,6
"a",96,2005,15.589220947586,4
"b",96,2005,11.6268106889911,4
"c",96,2005,10.8320389548317,7
"a",97,2005,18.711228848435,11
"b",97,2005,3.31455709366128,5
"c",97,2005,2.92350242868997,10
"a",98,2005,5.80541050457396,6
"b",98,2005,9.01547653786838,5
"c",98,2005,2.16821263241582,6
"a",99,2005,6.35200934298337,3
"b",99,2005,11.8624252721202,9
"c",99,2005,6.16068926407024,3
"a",100,2005,11.2377084868494,7
"b",100,2005,8.7417387063615,4
"c",100,2005,17.2611510427669,8
"a",1,2006,9.92879516910762,7
"b",1,2006,6.28442756691948,6
"c",1,2006,9.75587809062563,4
"a",2,2006,6.06917461380363,6
"b",2,2006,15.2759648235515,4
"c",2,2006,11.0336903878488,4
"a",3,2006,9.69709208537824,4
"b",3,2006,13.2056430082303,6
"c",3,2006,15.4321479592472,7
"a",4,2006,4.76042536087334,8
"b",4,2006,10.9901285504457,5
"c",4,2006,13.4939162158407,6
"a",5,2006,18.7648667788599,5
"b",5,2006,3.84568074997514,8
"c",5,2006,1.71045209583826,6
"a",6,2006,5.59501483780332,6
"b",6,2006,17.7166114116553,10
"c",6,2006,5.50299295666628,8
"a",7,2006,5.46709221648052,6
"b",7,2006,19.9574296604842,11
"c",7,2006,19.1906783708837,5
"a",8,2006,15.4444797034375,9
"b",8,2006,2.10812186799012,9
"c",8,2006,2.3537768132519,10
"a",9,2006,10.6806181489956,10
"b",9,2006,14.2221026220359,4
"c",9,2006,19.8487215426285,8
"a",10,2006,8.3233091107104,5
"b",10,2006,10.9810263928957,8
"c",10,2006,7.902278278023,9
"a",11,2006,8.27813613624312,6
"b",11,2006,9.96699965139851,5
"c",11,2006,3.98733171238564,9
"a",12,2006,8.17635121545754,4
"b",12,2006,11.637354366947,7
"c",12,2006,2.12648710701615,12
"a",13,2006,9.59628885495476,4
"b",13,2006,17.5304453177378,8
"c",13,2006,7.98420874658041,8
"a",14,2006,6.01509037683718,3
"b",14,2006,4.76893947389908,4
"c",14,2006,12.1872477862053,2
"a",15,2006,18.2582120927982,13
"b",15,2006,18.6721254978329,7
"c",15,2006,10.076213022694,5
"a",16,2006,11.8363728665281,4
"b",16,2006,14.5719800319057,6
"c",16,2006,8.3650987057481,8
"a",17,2006,17.9121932163835,6
"b",17,2006,4.59102461417206,8
"c",17,2006,4.81158721190877,10
"a",18,2006,18.8086781662423,4
"b",18,2006,1.28373687108979,3
"c",18,2006,17.6886543023866,6
"a",19,2006,16.0676908765454,12
"b",19,2006,10.0627226633951,5
"c",19,2006,6.30426763743162,3
"a",20,2006,17.2614821451716,6
"b",20,2006,12.2449879031628,5
"c",20,2006,1.42382085020654,7
"a",21,2006,13.3260921139736,13
"b",21,2006,9.38479593093507,3
"c",21,2006,4.50150886760093,8
"a",22,2006,2.10047172848135,6
"b",22,2006,7.02516787964851,2
"c",22,2006,3.90370143647306,6
"a",23,2006,17.8186073866673,10
"b",23,2006,18.670386336511,5
"c",23,2006,2.1772032266017,9
"a",24,2006,8.11814861861058,1
"b",24,2006,4.78996396344155,6
"c",24,2006,5.54759454657324,2
"a",25,2006,11.8720747577026,4
"b",25,2006,13.5224109075498,4
"c",25,2006,18.350711702602,10
"a",26,2006,1.84379542968236,4
"b",26,2006,13.8036064927001,8
"c",26,2006,13.5160059786867,5
"a",27,2006,11.8587909624912,6
"b",27,2006,8.37348428578116,4
"c",27,2006,12.7263594572432,4
"a",28,2006,3.60558206192218,5
"b",28,2006,17.4908470211085,11
"c",28,2006,3.5378335181158,6
"a",29,2006,13.2141901934519,8
"b",29,2006,9.10200428497046,6
"c",29,2006,17.3781266920269,5
"a",30,2006,3.7968489183113,8
"b",30,2006,8.9367624244187,9
"c",30,2006,4.4619612719398,11
"a",31,2006,18.513646684587,4
"b",31,2006,11.8295534469653,11
"c",31,2006,19.6403587320819,3
"a",32,2006,2.42651387047954,7
"b",32,2006,6.59844271466136,4
"c",32,2006,13.544952997705,1
"a",33,2006,7.66620564321056,8
"b",33,2006,5.871491888538,8
"c",33,2006,1.21892528072931,12
"a",34,2006,14.8712772605941,8
"b",34,2006,11.2329695986118,7
"c",34,2006,9.45869158557616,8
"a",35,2006,3.34379245038144,2
"b",35,2006,9.26930626551621,5
"c",35,2006,4.91364851291291,3
"a",36,2006,7.86937470780686,4
"b",36,2006,2.19743246166036,4
"c",36,2006,2.14242810895666,6
"a",37,2006,14.7809529704973,4
"b",37,2006,19.2164577671792,2
"c",37,2006,14.7576621198095,4
"a",38,2006,10.4594350804109,5
"b",38,2006,9.74505398911424,7
"c",38,2006,15.2059907855,3
"a",39,2006,15.1874029417522,10
"b",39,2006,5.14124449528754,8
"c",39,2006,12.7255994514562,5
"a",40,2006,15.5910964852665,7
"b",40,2006,15.7057380541228,5
"c",40,2006,8.92537204781547,6
"a",41,2006,4.84418223216198,6
"b",41,2006,18.9380134472158,7
"c",41,2006,17.645748534007,6
"a",42,2006,1.52221526042558,7
"b",42,2006,18.7762941205874,3
"c",42,2006,9.06846579583362,12
"a",43,2006,12.4559387413319,5
"b",43,2006,17.766343053896,10
"c",43,2006,8.38356558559462,6
"a",44,2006,4.36281413305551,7
"b",44,2006,6.48241073777899,4
"c",44,2006,6.46315885777585,5
"a",45,2006,3.03320325654931,10
"b",45,2006,4.84994098800234,7
"c",45,2006,9.50083567155525,5
"a",46,2006,17.6130950755905,3
"b",46,2006,12.5756326278206,7
"c",46,2006,13.3430367747787,3
"a",47,2006,4.79336694465019,6
"b",47,2006,13.6185022171121,8
"c",47,2006,8.68644129135646,6
"a",48,2006,6.684516108362,6
"b",48,2006,4.03711964283139,5
"c",48,2006,4.52701252512634,3
"a",49,2006,19.0483561879955,6
"b",49,2006,9.62348238402046,8
"c",49,2006,6.82019263342954,3
"a",50,2006,16.0985070939641,4
"b",50,2006,16.6702351123095,5
"c",50,2006,19.692688806681,5
"a",51,2006,12.4172513589729,7
"b",51,2006,14.2650527344085,3
"c",51,2006,17.169908096781,5
"a",52,2006,9.74819247680716,6
"b",52,2006,12.7272910261527,5
"c",52,2006,2.50840722792782,4
"a",53,2006,7.86740453215316,6
"b",53,2006,3.68103332188912,5
"c",53,2006,15.1910078465007,4
"a",54,2006,13.8615053615067,5
"b",54,2006,7.40112210554071,6
"c",54,2006,16.3697483949363,8
"a",55,2006,12.150265581673,5
"b",55,2006,8.48779197409749,8
"c",55,2006,12.6207468367647,9
"a",56,2006,3.21425823192112,6
"b",56,2006,10.3236998650245,5
"c",56,2006,15.2270482808817,6
"a",57,2006,12.9314163133968,9
"b",57,2006,6.54900182108395,7
"c",57,2006,11.9260511782486,6
"a",58,2006,15.8871557044331,5
"b",58,2006,3.97410604124889,6
"c",58,2006,8.39221035502851,5
"a",59,2006,11.6063599463087,4
"b",59,2006,17.7944645686075,8
"c",59,2006,15.7231681586709,3
"a",60,2006,3.76311429194175,7
"b",60,2006,11.9130081562325,12
"c",60,2006,17.8100310487207,6
"a",61,2006,1.11802991176955,7
"b",61,2006,17.4129162267782,6
"c",61,2006,11.2051822652575,7
"a",62,2006,1.32067134743556,10
"b",62,2006,5.85715478635393,4
"c",62,2006,6.82092265039682,8
"a",63,2006,5.98404587013647,6
"b",63,2006,12.7478736019693,5
"c",63,2006,16.8827077359892,5
"a",64,2006,3.30225109145977,4
"b",64,2006,13.9356518534478,7
"c",64,2006,8.15958140022121,3
"a",65,2006,3.18928017280996,7
"b",65,2006,5.55704202898778,6
"c",65,2006,1.80880669644102,6
"a",66,2006,17.2843146566302,7
"b",66,2006,5.64812563033774,4
"c",66,2006,17.4501185056288,8
"a",67,2006,3.43073083949275,6
"b",67,2006,8.36672318493947,8
"c",67,2006,2.46688729780726,4
"a",68,2006,1.75856431969441,8
"b",68,2006,1.02290689735673,9
"c",68,2006,2.72992531838827,9
"a",69,2006,18.5186058683321,5
"b",69,2006,8.71222333307378,4
"c",69,2006,5.5882881982252,6
"a",70,2006,13.4902969293762,6
"b",70,2006,18.4723974810913,8
"c",70,2006,19.3129523575772,10
"a",71,2006,5.05823174398392,5
"b",71,2006,9.44071169779636,2
"c",71,2006,1.5108426718507,11
"a",72,2006,13.8056822773069,3
"b",72,2006,8.42471243604086,6
"c",72,2006,3.1538522420451,4
"a",73,2006,18.2379532847553,5
"b",73,2006,3.71942305890843,5
"c",73,2006,11.0597052178346,7
"a",74,2006,5.86805766215548,6
"b",74,2006,7.94100632378832,4
"c",74,2006,1.08128483523615,7
"a",75,2006,15.9330935331527,6
"b",75,2006,2.54180069221184,5
"c",75,2006,16.5132581111975,7
"a",76,2006,4.8692373004742,4
"b",76,2006,2.2439504340291,4
"c",76,2006,17.1535218853969,7
"a",77,2006,10.6196963903494,8
"b",77,2006,11.0132180128712,4
"c",77,2006,11.7201958161313,6
"a",78,2006,16.5475939472672,13
"b",78,2006,9.25892096338794,2
"c",78,2006,6.3904243176803,4
"a",79,2006,5.15296619990841,10
"b",79,2006,19.5079479801934,10
"c",79,2006,9.30738639971241,10
"a",80,2006,19.5028343002778,6
"b",80,2006,19.5712256152183,7
"c",80,2006,17.0765813237522,8
"a",81,2006,19.5725047783926,2
"b",81,2006,12.4005393360276,11
"c",81,2006,19.7653939949814,6
"a",82,2006,6.44692662497982,1
"b",82,2006,19.707159290323,4
"c",82,2006,11.9178071990609,7
"a",83,2006,4.42751108109951,4
"b",83,2006,17.0609673853032,4
"c",83,2006,4.93473384273238,5
"a",84,2006,2.85103133367375,4
"b",84,2006,9.71180039155297,7
"c",84,2006,10.3448169089388,6
"a",85,2006,5.35911512863822,6
"b",85,2006,10.6906899642199,4
"c",85,2006,8.1356383645907,6
"a",86,2006,2.28808569535613,10
"b",86,2006,11.1209553361405,6
"c",86,2006,18.1659436211921,4
"a",87,2006,9.20420275419019,7
"b",87,2006,14.4414539351128,6
"c",87,2006,19.4404871105216,7
"a",88,2006,18.9747458584607,7
"b",88,2006,4.28366718348116,8
"c",88,2006,12.7111170766875,6
"a",89,2006,17.0557625754736,4
"b",89,2006,13.4909426025115,4
"c",89,2006,8.12576001905836,7
"a",90,2006,17.2949204621837,4
"b",90,2006,8.65684993518516,4
"c",90,2006,10.8473136245739,5
"a",91,2006,1.97489418950863,6
"b",91,2006,6.91812020190991,7
"c",91,2006,18.7994281393476,7
"a",92,2006,1.09830830129795,7
"b",92,2006,16.8844011111651,7
"c",92,2006,2.83690527244471,10
"a",93,2006,8.12501455866732,5
"b",93,2006,3.44801140693016,6
"c",93,2006,2.70810752967373,5
"a",94,2006,12.6066036953125,6
"b",94,2006,6.90277783502825,1
"c",94,2006,17.7119717886671,5
"a",95,2006,18.0961840613745,6
"b",95,2006,8.564756937325,4
"c",95,2006,4.83205115073361,8
"a",96,2006,12.1109972018749,6
"b",96,2006,17.854723273078,7
"c",96,2006,6.43726600473747,2
"a",97,2006,10.4791680732742,5
"b",97,2006,2.24705097894184,9
"c",97,2006,1.56111380760558,11
"a",98,2006,12.3570109291468,8
"b",98,2006,4.47141076275147,9
"c",98,2006,14.286367937224,8
"a",99,2006,6.21330971131101,7
"b",99,2006,18.7329297077376,5
"c",99,2006,7.4928356888704,8
"a",100,2006,2.30732599389739,1
"b",100,2006,8.65253170439973,6
"c",100,2006,4.05342023191042,5
"a",1,2007,8.12166825938039,3
"b",1,2007,9.5483885568101,5
"c",1,2007,3.01508347108029,3
"a",2,2007,13.5067079227883,5
"b",2,2007,1.09404443437234,5
"c",2,2007,17.0752202365547,5
"a",3,2007,17.0433849124238,7
"b",3,2007,9.41745226480998,4
"c",3,2007,18.8022969267331,10
"a",4,2007,3.79754884028807,6
"b",4,2007,11.3699605267029,7
"c",4,2007,2.59345026966184,6
"a",5,2007,18.6729854943696,7
"b",5,2007,19.7148589363787,7
"c",5,2007,19.3265946339816,8
"a",6,2007,1.49954262445681,8
"b",6,2007,19.9048253290821,8
"c",6,2007,17.3373555047438,9
"a",7,2007,14.6885027920362,5
"b",7,2007,7.52090731216595,3
"c",7,2007,8.12870411691256,3
"a",8,2007,12.2478424636647,6
"b",8,2007,3.7322802732233,6
"c",8,2007,16.6523783826269,6
"a",9,2007,19.1151914640795,9
"b",9,2007,13.4535976876505,3
"c",9,2007,4.83332343050279,5
"a",10,2007,19.7494487329386,3
"b",10,2007,16.4511126105208,2
"c",10,2007,4.09404340386391,4
"a",11,2007,10.4316720955539,7
"b",11,2007,10.2939013785217,4
"c",11,2007,14.1568495426327,8
"a",12,2007,14.7347147404216,4
"b",12,2007,9.85658925329335,5
"c",12,2007,8.50589797506109,5
"a",13,2007,8.13380733015947,6
"b",13,2007,9.57355163618922,6
"c",13,2007,8.14688029675744,4
"a",14,2007,17.8324005848262,4
"b",14,2007,6.47691932879388,8
"c",14,2007,6.87271130271256,5
"a",15,2007,18.2138139039744,6
"b",15,2007,2.18538374663331,8
"c",15,2007,7.2237495793961,6
"a",16,2007,2.02140101394616,4
"b",16,2007,6.29098876588978,3
"c",16,2007,16.8526029291097,6
"a",17,2007,1.7478383067064,6
"b",17,2007,13.1604960456025,6
"c",17,2007,18.0523872636259,5
"a",18,2007,18.1167167546228,9
"b",18,2007,3.54967611143366,9
"c",18,2007,15.0129167786799,6
"a",19,2007,11.1532674112823,7
"b",19,2007,15.6480702483095,3
"c",19,2007,10.8642804264091,10
"a",20,2007,5.81849758746102,6
"b",20,2007,2.82283684425056,5
"c",20,2007,12.9080671926495,8
"a",21,2007,11.4549872933421,6
"b",21,2007,3.48125325934961,10
"c",21,2007,18.0680158890318,0
"a",22,2007,17.6143069663085,4
"b",22,2007,2.44858625670895,4
"c",22,2007,15.1093227253295,5
"a",23,2007,18.7580706151202,7
"b",23,2007,14.9443273313809,7
"c",23,2007,2.83229262125678,2
"a",24,2007,10.6455779406242,9
"b",24,2007,4.98404083284549,8
"c",24,2007,9.92576561705209,3
"a",25,2007,15.1885232247878,5
"b",25,2007,1.0516044460237,4
"c",25,2007,16.6343608174939,5
"a",26,2007,16.1786161984783,6
"b",26,2007,2.79292231309228,4
"c",26,2007,12.7831773615908,8
"a",27,2007,6.39340795530006,3
"b",27,2007,3.63159235753119,6
"c",27,2007,4.4095877292566,4
"a",28,2007,4.86101773171686,2
"b",28,2007,6.73252420523204,4
"c",28,2007,19.5166034153663,5
"a",29,2007,4.96649505966343,8
"b",29,2007,4.93885176023468,7
"c",29,2007,7.99525135196745,4
"a",30,2007,11.0140760717914,6
"b",30,2007,8.51222544792108,5
"c",30,2007,9.54898221511394,11
"a",31,2007,4.61292073922232,5
"b",31,2007,11.0069875977933,7
"c",31,2007,5.50954974954948,5
"a",32,2007,14.7193632030394,6
"b",32,2007,18.4916501662228,5
"c",32,2007,8.83930482529104,9
"a",33,2007,13.1439380012453,8
"b",33,2007,1.0649631889537,6
"c",33,2007,8.60086700203829,3
"a",34,2007,15.0521099497564,7
"b",34,2007,19.9209014687221,5
"c",34,2007,11.5280754175037,7
"a",35,2007,5.06455179373734,10
"b",35,2007,9.09060016809963,9
"c",35,2007,1.69374751811847,4
"a",36,2007,10.5164740588516,4
"b",36,2007,2.56660279980861,3
"c",36,2007,15.401679628063,6
"a",37,2007,13.1099957181141,2
"b",37,2007,6.23286581039429,7
"c",37,2007,15.4305025555659,5
"a",38,2007,15.7488726382144,14
"b",38,2007,8.12968232133426,5
"c",38,2007,3.07689006137662,6
"a",39,2007,7.42649897304364,2
"b",39,2007,12.1299748250749,9
"c",39,2007,15.8682914981619,8
"a",40,2007,8.97068561450578,2
"b",40,2007,15.4188721887767,5
"c",40,2007,17.1186995394528,4
"a",41,2007,12.9631462364923,7
"b",41,2007,17.4278892255388,4
"c",41,2007,16.5098937584553,3
"a",42,2007,17.7007497060113,6
"b",42,2007,16.9154575709254,2
"c",42,2007,13.8043892853893,7
"a",43,2007,9.41090606246144,8
"b",43,2007,13.5139125564601,3
"c",43,2007,11.498898494523,6
"a",44,2007,13.3525283357594,5
"b",44,2007,4.73808857845142,2
"c",44,2007,2.7671903707087,5
"a",45,2007,18.662904787343,7
"b",45,2007,9.74060625210404,8
"c",45,2007,14.4142300721724,3
"a",46,2007,12.1301277640741,9
"b",46,2007,9.58357123751193,6
"c",46,2007,18.7600642766338,10
"a",47,2007,1.26104147918522,7
"b",47,2007,11.0899546735454,7
"c",47,2007,16.8430715894792,4
"a",48,2007,13.6195261324756,4
"b",48,2007,15.7371695798356,5
"c",48,2007,8.63211044180207,7
"a",49,2007,4.89919451228343,7
"b",49,2007,7.91605973546393,5
"c",49,2007,16.2620407198556,5
"a",50,2007,1.36073704762384,5
"b",50,2007,7.86899893404916,11
"c",50,2007,4.91801419761032,10
"a",51,2007,9.89821875165217,5
"b",51,2007,14.6173711828887,3
"c",51,2007,13.8822567488533,6
"a",52,2007,15.9369741058908,12
"b",52,2007,10.3373780271504,2
"c",52,2007,5.24225737317465,4
"a",53,2007,4.56814318010584,7
"b",53,2007,4.21993582323194,9
"c",53,2007,9.17891204426996,4
"a",54,2007,3.42240563966334,4
"b",54,2007,18.5921637185384,6
"c",54,2007,16.00776607031,8
"a",55,2007,17.0714065823704,5
"b",55,2007,16.5413164764177,7
"c",55,2007,17.8452419664245,6
"a",56,2007,13.3404675880447,3
"b",56,2007,18.6440629742574,6
"c",56,2007,6.28850860334933,12
"a",57,2007,15.0343916623387,8
"b",57,2007,3.76823104196228,5
"c",57,2007,5.19334604172036,4
"a",58,2007,13.7071250409354,4
"b",58,2007,7.61478976975195,5
"c",58,2007,5.0506899561733,10
"a",59,2007,16.6414952678606,8
"b",59,2007,12.2100323040504,4
"c",59,2007,7.26397744659334,8
